#,item_id,name,DEFINITION,APPLICATION,MECHANISM,BOUNDARY,SOURCE EXCERPT,len,CT (1-7),DISC (1-62),FORM (1-4),conf_ct,conf_disc,conf_form,note_codes,reviewer,date
111,R111,Pmt Camera Typography Manipulation,A technique for creating atmospheric typography by using PMT cameras with old chemicals and incorrect exposures to produce unpredictable tonal effects and visual textures.,When creating atmospheric typography for a print or exhibition → use a PMT camera with degraded chemicals and intentional exposure errors to generate unpredictable tonal layers that suggest motion.,"The process involves copying type out of focus or moving during exposures, using degraded chemicals that produce random deep seductive tones, and reprocessing photographic prints to create layered typography that suggests movement through background manipulation.",Applies to specific photographic typography techniques using PMT cameras and analog processes. Fails when digital methods or modern equipment are used instead of the specified analog approach.,[[David_Crow]_L_[arrow]_R___left_to_right___the_cul.md] A technique for creating atmospheric typography by using PMT cameras with old chemicals and incorrect exposures to produce unpredictable tonal effects and visual textures.,1054,process template,emerging,casual mechanism,1,0.8,1,,human,17.09.26
112,R112,Content Analysis Approaches in Visual Research,"A methodological framework for analyzing visual media that involves systematic examination of film or photographic content to identify patterns, features, and meanings.","When conducting a systematic review of a film or photographic dataset → code observable features (e.g., shot length, color palette) for quantitative analysis or identify recurring motifs for qualitative interpretation.","Content analysis approaches can be either quantitative (enumerating features through coding) or qualitative (identifying patterns like repeated shot sequences) and may or may not employ statistical techniques, with some scholars like Iedema focusing on descriptive compilation rather than numerical analysis.",Applies to the systematic examination of visual media content including films and photographs. Fails when applied to non-visual media or when the content lacks identifiable features for analysis.,"[Advances in Visual Methodology (Sarah Pink, (editor)).md] A methodological framework for analyzing visual media that involves systematic examination of film or photographic content to identify patterns, features, and meanings.",1120,principle,research methodology,descriptive model,0.8,0.8,1,"it can be process template, and the discipline could be operation research not sure",human,17.09.26
113,R113,Traveling Salesman Problem Computational Complexity,"A computational problem where finding the optimal solution requires examining all possible route permutations, leading to factorial time complexity that grows exponentially with the number of locations.",When evaluating the feasibility of solving a TSP instance → consider the factorial growth and use approximation or heuristic methods instead of brute force.,"The problem's solution space grows factorially with the number of towns (n!), meaning brute force examination of all possible routes becomes computationally intractable as n increases, requiring O(n!) time complexity.",Applies to any instance of the traveling salesman problem where the number of locations exceeds a small threshold. Fails when the number of locations is so small that brute force becomes practical.,"[Algorithms to Live By The Computer Science of Human Decisions (Brian Christian, Tom Griffiths).md] A computational problem where finding the optimal solution requires examining all possible route permutations, leading to factorial time complexity that grows exponentially with the number of locations.",1078,principle,operations research,casual mechanism,0.8,1,1,,human,17.09.26
114,R114,Measurable Outcome Focus,"Effective decision-making and goal achievement require identifying and tracking concrete, quantifiable outcomes rather than abstract intentions or hypothetical scenarios. The principle emphasizes the importance of selecting metrics that directly reflect progress toward desired results.","When setting a goal or evaluating progress → focus on concrete, quantifiable metrics and track them regularly to adjust strategy.","This is a practical heuristic for decision-making and goal-setting: focusing on measurable outcomes provides clear feedback loops that enable adjustment and improvement. By selecting specific, observable indicators (like pounds lost, books sold, or safety improvements), individuals and organizations can track actual progress rather than relying on assumptions or incomplete information.","Applies when outcomes can be objectively measured or reliably estimated. Fails when outcomes are inherently unmeasurable, highly subjective, or when measurement creates more noise than signal (e.g., trying to quantify emotional satisfaction or personal fulfillment).","[Visualize This The FlowingData Guide to Design, Visualization, and Statistics, 2nd Edition (Nathan Yau) (z-library.sk, 1lib.sk, z-lib.sk).md] Effective decision-making and goal achievement require identifying and tracking concrete, quantifiable outcomes rather than abstract intentions or hypothetical scenarios. The principle emphasizes the importance of selecting metrics that directly reflect pro",1502,principle,decision making,normativ heuristic,1,1,1,,human,17.09.26
115,R115,Heuristic Reasoning in Problem Solving,"A method for approaching mathematical problems that uses provisional, plausible reasoning during initial planning stages, then transitions to rigorous argumentation during execution.","When encountering a new mathematical problem → generate provisional, plausible ideas during the planning stage, then refine those ideas into a strict, rigorous proof during execution.","During problem planning, heuristic and plausible reasoning is acceptable and even encouraged as it helps generate the right idea; however, once the solution is advanced, only conclusive and strict arguments should be accepted, with provisional reasoning being discarded like scaffolding that is removed after construction.",Applies to mathematical problem-solving processes where initial exploration differs from final proof. Fails when the transition from heuristic to rigorous reasoning is not properly maintained or when the final argument is not truly rigorous.,"[How to Solve It A New Aspect of Mathematical Method (George Polya).md] A method for approaching mathematical problems that uses provisional, plausible reasoning during initial planning stages, then transitions to rigorous argumentation during execution.",1186,principle,decision making,normativ heuristic,1,0.8,1," discipline not sure but mabe is also can be strategic thinking, or operations research",human,17.09.26
116,R116,Ai Model Deployment Risk,A principle describing the challenge of deploying AI models in production environments where organizational resistance and technical constraints can prevent successful implementation despite proven model performance.,"When a high‑performing AI model is ready for production but faces organizational or technical barriers → do conduct a deployment readiness assessment, engage stakeholders early, and plan for necessary refactoring to ensure smooth transition.","The passage demonstrates that even when AI models show promising results in development, they face significant barriers in production due to organizational factors (IT department resistance) and technical constraints (need for substantial refactoring), which can lead to model abandonment rather than deployment.",Applies to AI projects where model performance is validated but deployment fails due to organizational or technical barriers. Fails when the model is successfully deployed without organizational resistance.,[The AI Ladder Accelerate Your Journey to AI (Rob Thomas).md] A principle describing the challenge of deploying AI models in production environments where organizational resistance and technical constraints can prevent successful implementation despite proven model performance.,1257,principle,artificial intelligence,casual mechanism,1,0.8,1,discipline is also risk management  related,human,17.09.26
117,R117,Sustained Purpose Over Temporary Gratification,Individuals who maintain long-term goals and continue working toward them despite achieving short-term success are more likely to sustain their financial and personal well-being than those who pursue immediate indulgence. This principle reflects a mindset that prioritizes ongoing growth and stability over momentary satisfaction.,When an individual reaches a short‑term financial milestone → keep focusing on long‑term goals and avoid quitting or indulging in immediate gratification.,"This is a practical heuristic: maintaining focus on long-term objectives and continuing to work toward them, even after achieving financial milestones, leads to sustained success and resilience. The passages suggest that those who resist the temptation to quit or indulge in temporary gains are better positioned for long-term stability and fulfillment.","Applies when individuals have achieved some level of financial success but continue to pursue long-term goals. Fails when people abandon their efforts or prioritize immediate gratification over future stability, especially in the face of financial windfalls or unexpected gains.","[Hustle Harder, Hustle Smarter (Curtis 50 Cent Jackson) (Z-Library).md] Individuals who maintain long-term goals and continue working toward them despite achieving short-term success are more likely to sustain their financial and personal well-being than those who pursue immediate indulgence. This principle reflects a mindset that prioritizes ongoing growth and stability over momentary satisfactio",1521,principle,psychology,normativ heuristic,1,0.8,1,I believe it has nothing to to behavioral economics its not about consumption,human,17.09.26
118,R118,Pass@k Evaluation Method,"A method for evaluating model performance where multiple code samples are generated per problem, and a model is considered solved if any sample passes all test cases.","When evaluating a code generation model with multiple samples per problem, compute the pass@k score by checking if at least one sample passes all test cases.","Multiple code samples (k) are generated for each problem, and the model's success is measured by the fraction of problems solved by at least one sample passing all test cases.",Applies to code generation evaluation where multiple samples per problem can be generated. Fails when only single code samples are available or when problems cannot be evaluated functionally.,"[AI Engineering Building Applications with Foundation Models (Chip Huyen).md] A method for evaluating model performance where multiple code samples are generated per problem, and a model is considered solved if any sample passes all test cases.",937,principle,machine learning,casual mechanism,1,1,1,,human,17.09.26
119,R119,Strategic Human Resource Planning for Social Enterprises,A principle for proactive human resource management in social enterprises facing skill shortages and talent retention challenges during growth.,When a social enterprise anticipates growth and skill shortages → plan skill acquisition ahead of demand and develop local capacity for critical functions.,"The principle requires entrepreneurs to plan for skill acquisition ahead of demand, rather than reacting to shortages when they occur, and to develop local capacity for critical functions.",Applies to social enterprises in high-uncertainty environments where skilled labor is scarce and talent retention is challenging. Fails when entrepreneurs wait until skills are needed to recruit or train.,"[The Social Entrepreneur’s Playbook, Expanded Edition Pressure Test, Plan, Launch and Scale Your Social Enterprise by Ian C. MacMillan, James D. Thompson.md] A principle for proactive human resource management in social enterprises facing skill shortages and talent retention challenges during growth.",995,principle,organizational theory,casual mechanism,1,1,1,,human,17.09.26
120,R120,Nonlinear Magnification Fields,A visualization technique that uses nonlinear transformations to achieve desired data transformations through calculated magnification and minimization fields.,"When visualizing high‑dimensional or spatial data that requires non‑uniform emphasis, apply nonlinear magnification fields to selectively enlarge or shrink regions so that important patterns become more perceptible while preserving overall context.","The technique calculates specific magnification fields that transform data according to desired visual effects, allowing for complex distortion patterns that can emphasize or de-emphasize different regions of the data.",Applies to any data where nonlinear transformations are needed to achieve specific visual effects. Fails when the calculated fields do not properly represent the desired transformations or when the mathematical approach is infeasible.,[Visualization Analysis Design (Tamara Munzner).md] A visualization technique that uses nonlinear transformations to achieve desired data transformations through calculated magnification and minimization fields.,1074,principle,information science,descriptive model,1,1,1,,human,17.09.26
121,R121,Consumers Hero Refurbishment Strategy,"A business approach where defective merchandise is refurbished and resold at a discount, leveraging the retailer's warranty and refurbishment capabilities to recover value from returned items.","When a consumer returns a defective product → accept it for refurbishment, repair to quality standards, resell at a discount with an extended warranty to maintain confidence.","The strategy involves accepting defective units from consumers, refurbishing them to meet quality standards, and reselling them at a reduced price while offering extended warranties to maintain consumer confidence.",Applies when retailers have the capacity to refurbish and resell defective merchandise. Fails when the cost of refurbishment exceeds the resale value or when consumer trust in refurbished items is insufficient.,"[The Adweek Copywriting Handbook The Ultimate Guide to Writing Powerful Advertising and Marketing Copy From One of Americas… (Joseph Sugarman) (Z-Library).md] A business approach where defective merchandise is refurbished and resold at a discount, leveraging the retailer's warranty and refurbishment capabilities to recover value from returned items.",1145,principle,emerging,descriptive model,1,1,1,"it has partly to do with behvaioral economics bur mainly it strategy about business service/marketing strategy,, trust related discipline ",human,17.09.26
122,R122,Visual Hierarchy Through Contrast (2),Effective visual hierarchy is achieved by using strong contrast between elements to guide attention and communicate relative importance. This principle leverages the human eye's natural tendency to focus on the most visually distinct elements in a composition.,"When designing a layout that needs to communicate clear relationships between elements → use strong contrast in size, weight, typography, and positioning to guide viewer attention and establish hierarchy.","This is a descriptive model of how visual elements relate to each other in a composition. The principle describes a structural relationship where one element (WEALTH) is made dominant through size, capitalization, and positioning, while another (poverty) is made subordinate through smaller size, lowercase letters, and distressed treatment. The contrast operates at multiple visual dimensions: scale",Applies when compositions need to communicate clear relationships between elements. Fails when all elements require equal visual weight or when the contrast creates confusion rather than clarity.,"[Type Rules The Designer _s Guide to Professional Typography, 4th Edition Strizver, Ilene liber3.md] Effective visual hierarchy is achieved by using strong contrast between elements to guide attention and communicate relative importance. This principle leverages the human eye's natural tendency to focus on the most visually distinct elements in a composition.",1460,principle,visual perception,descriptive model,1,1,1,,human,17.09.26
123,R123,Superquadric Parameterization in 3d Space,A mathematical approach for generating 3D geometric shapes using parameterized equations with adjustable exponents that control the shape's curvature and form.,When designing a 3D model in a graphics environment → use superquadric parameterization to smoothly interpolate between shapes by adjusting the exponents n and e.,"Superquadric shapes are generated using parametric equations where exponents n and e control the shape's characteristics, with n controlling the 'roundness' and e controlling the 'sharpness' or 'flatness' of the surface, allowing for smooth transitions between various geometric forms.","Applies to 3D geometric generation in Processing using parametric equations. Fails when the mathematical functions (sin, cos, pow, sign) are not available or when the parameter values are outside the valid range for the mathematical operations.",[Algorithms for visual design using the Processing language_Kostas Terzidis_liber3.md] A mathematical approach for generating 3D geometric shapes using parameterized equations with adjustable exponents that control the shape's curvature and form.,1100,tool instruction,computational geometry,casual mechanism,1,1,1,,human,17.09.26
124,R124,Foundation Model Integration Framework,"A structured approach to incorporating foundation models into AI application development that emphasizes modular integration, scalable deployment, and operational reliability. The framework supports diverse model types and deployment contexts while maintaining consistency across development and production environments.","When building an AI application that relies on foundation models → adopt the Foundation Model Integration Framework to structure model selection, ensure scalable deployment, and maintain operational reliability.","This is a descriptive model of how AI engineering systems organize and deploy foundation models. The framework encompasses three key dimensions: (1) model selection and integration (including specific implementations like LangChain's Gemini support), (2) operational scalability (handling resource-intensive models in production), and (3) development methodology (building applications step-by-step f","Applies to AI engineering contexts where foundation models are the primary building blocks for applications. Fails when the system relies entirely on custom-built models without foundation model components, or when the development approach does not follow a structured, modular methodology.","[AI Agents and Applications With LangChain, LangGraph, and MCP (Roberto Infante) (z-library.sk, 1lib.sk, z-lib.sk).md] A structured approach to incorporating foundation models into AI application development that emphasizes modular integration, scalable deployment, and operational reliability. The framework supports diverse model types and deployment contexts while maintaining consistency across d",1777,principle,generative ai,descriptive model,1,1,1,,human,17.09.26
125,R125,Dell Computer's Direct-sale Business Model,A business model focused on direct-to-consumer sales through online channels and specialized enterprise solutions.,When launching a new product line or entering a market with high distribution costs → adopt a direct‑to‑consumer online sales strategy to reduce intermediaries and maintain tighter customer relationships.,"The model involves selling directly to consumers through web orders and shipping, offering a full line of desktop and notebook PCs designed for public consumers, and providing enterprise solutions including network servers, workstations, and storage systems.",Applies to Dell's direct-sale strategy in the computer industry. Fails when the direct model is not viable for other product categories or when consumer preferences shift away from direct purchasing.,"[Marketing Research, An Applied Orientation, 7e -- Naresh K Malhotra_ Stayabhusan Das -- Seventh 7th Edition, 2016-03-11 -- Pearson India Education -- isbn13 9789332555693] A business model focused on direct-to-consumer sales through online channels and specialized enterprise solutions.",1066,process template,strategic thinking,casual mechanism,1,1,1,,human,17.09.26
126,R126,Embodied Knowledge in Design,"Designed things carry embodied knowledge and particularities that anticipate and challenge verbal articulation. They exist as witnesses and resistance to written accounts, embodying knowledge that transcends language and can disrupt or supplement conceptual frameworks.","When a designed object reveals materiality and lived context that cannot be fully captured in words, designers should treat it as a co‑author of the design narrative and incorporate its embodied insights into subsequent iterations.","Things in design are not neutral vessels but active participants that embody specific knowledge, context, and materiality. They function as witnesses to lived experience and can resist or subvert the limitations of written or spoken communication by presenting themselves in their particularity and form.","Applies when designed objects are understood as carrying more than functional or representational meaning — when they embody context, materiality, and lived experience. Fails when things are purely abstract or symbolic, or when they are treated as mere tools without regard for their material or experiential qualities.","[Things We Could Design For More Than Human-Centered Worlds.md] Designed things carry embodied knowledge and particularities that anticipate and challenge verbal articulation. They exist as witnesses and resistance to written accounts, embodying knowledge that transcends language and can disrupt or supplement conceptual frameworks.",1460,principle,emerging,descriptive model,1,0.8,1,discipline not design thinking,human,17.09.26
127,R127,Guild of Handicraft Educational Model,"An educational approach that combined practical design and theory instruction with hands-on workshop experience, aiming to restore holistic apprenticeship training destroyed by industrial labor subdivision.","When designing a curriculum that seeks to blend theoretical design instruction with hands‑on workshop practice → incorporate readings from art theorists (e.g., Ruskin) and apply art principles directly to material work to foster holistic skill development.","The model unified theoretical study of design principles with practical skill development, incorporating readings from Ruskin and application of art principles to materials.",Applies to the specific educational approach of the Guild of Handicraft in the late 19th century. Fails when state-supported technical schools or industrial production methods dominate educational approaches.,"[[Philip_B._Meggs__Alston_W._Purvis]_Meggs__History.md] An educational approach that combined practical design and theory instruction with hands-on workshop experience, aiming to restore holistic apprenticeship training destroyed by industrial labor subdivision.",1109,principle,cultural studies,normativ heuristic,1,0.6,1,,human,17.09.26
128,R128,Choice Architecture and Identity Framing,"The way work and career choices are framed influences individual identity and perception of opportunity. When choices are presented as opportunities for self-definition and personal branding, they can reshape how people understand their professional roles and life paths.",When work choices are framed as identity-forming opportunities → do present them as personal branding or self-expression to influence identity construction.,"This is a descriptive model of how framing affects identity construction. Work choices are not just functional decisions but symbolic acts that shape personal narratives. The framing of work as a form of self-expression or personal branding creates new categories of meaning around professional activity, allowing individuals to redefine their relationship to labor and career development.",Applies when work choices are framed as identity-forming opportunities rather than purely economic or functional decisions. Fails when choices are constrained by structural limitations or when individuals lack agency in defining their professional identity.,"[Creative personal branding _ create opportunities, grow -- Salenbacher, Jürgen, 1970- author -- Lightning Source Inc_ (Tier 2), Amsterdam, 2013 -- 9789063693152 -- cbc4888ec8f31ce2eff693721a233e72 -- Anna’s Archive.md] The way work and career choices are framed influences individual identity and perception of opportunity. When choices are presented as opportunities for self-definition and persona",1568,principle,psychology,descriptive model,1,1,1,,human,17.09.26
129,R129,Use of Proxies and Analogues in Market Sizing,"When official market research data is unavailable, analysts can use proxies or analogues to estimate market size by leveraging related data and industry knowledge.",When official market research data is unavailable or insufficient → use proxy or analogue data and apply industry-specific multipliers or consumption rates to estimate market size.,Analysts use known data from related sources (such as vehicle counts for spark plug markets or employment levels for dissolved acetylene) and apply industry-specific multipliers or consumption rates to estimate market size when direct data is not available.,Applies when official market research data is unavailable or insufficient. Fails when direct market data is accessible or when the proxy relationship is not well-established.,"[Competitive Intelligence (Christopher Murphy).md] When official market research data is unavailable, analysts can use proxies or analogues to estimate market size by leveraging related data and industry knowledge.",992,principle,decision making,casual mechanism,1,1,1,,human,17.09.26
130,R130,Typographic Principles of William Morris,"A set of design principles emphasizing careful attention to typography, including margin proportions, letter and word spacing, limited typeface usage, and skillful printing, with the typographer serving the text rather than drawing attention to themselves.","When designing a printed book or long-form text → prioritize margin proportions, letter and word spacing, use a limited typeface palette, and employ skillful printing techniques so that the typographer’s work supports rather than distracts from the content.","The principles establish a systematic approach to typography where design elements are chosen to support text readability and meaning, with the typographer's role being to facilitate rather than dominate the content.","Applies to typographic design philosophy and practice, particularly in the context of book design and printing. Fails when applied to digital media or when design elements override textual content.","[[Philip_B._Meggs__Alston_W._Purvis]_Meggs__History(z-lib.org).md] A set of design principles emphasizing careful attention to typography, including margin proportions, letter and word spacing, limited typeface usage, and skillful printing, with the typographer serving the text rather than drawing attention to themselves.",1253,principle,typography,descriptive model,1,1,1,,human,17.09.26
131,R131,Differential Privacy in Data Collection,A data collection algorithm that protects individual user privacy while enabling group-level analysis by aggregating information across multiple users.,"When collecting user data for analytics → apply differential privacy mechanisms (e.g., Laplace or Gaussian noise addition, randomized response, or subsampling) to each query so that individual contributions are obscured while aggregate statistics remain useful.","Individual data points are obscured or aggregated before analysis, so that any single user's contribution cannot be identified, but the overall statistical properties of the dataset remain accessible.",Applies to data collection systems where individual privacy must be preserved while allowing statistical analysis. Fails when individual-level data is required for analysis.,"[Architecting Generative AI Applications Build, deploy, and scale production-ready GenAI systems with LLMOps best practices (Leonid Kuligin).md] A data collection algorithm that protects individual user privacy while enabling group-level analysis by aggregating information across multiple users.",1085,principle,information security,casual mechanism,1,1,1,,human,17.09.26
132,R132,Monte Carlo PDE Solution Method,"A numerical method for solving partial differential equations using random walks, where random walkers start from a grid point and traverse according to boundary conditions to approximate solution values.","Solutions to Partial Differential Equations are probabilistically approximated by launching numerous random walks from a grid point, whose boundary proportions approximate the true solution.","Random walkers are launched multiple times from the same grid point, with each walk following a probabilistic path determined by the PDE's boundary conditions. The proportion of walks ending at each boundary point estimates the solution probability distribution.",Applies when solving PDEs numerically with boundary value problems. Fails when the PDE has variable coefficients that require different transition probabilities or when the random walk doesn't properly represent the mathematical structure.,"[Essential Math for AI Next-Level Mathematics for Developing Efficient and Successful AI Systems (Hala Nelson) (z-library.sk, 1lib.sk, z-lib.sk).md] A numerical method for solving partial differential equations using random walks, where random walkers start from a grid point and traverse according to boundary conditions to approximate solution values.",1252,principle,computational physics & simulation,descriptive model,0.6,1,1,,human,17.09.26
133,R133,Three-holes-in-the-cheese Model of Error Cascades,"A model describing how errors can cascade through multiple levels of human interaction, where mistakes at each level compound to create larger problems.","When a pilot makes a mistake during a flight operation → do establish redundant verification steps and clear communication protocols between pilot, copilot, and maintenance to interrupt error propagation.","Errors propagate through three distinct levels: individual error (pilot), incorrect response (copilot), and error propagation (rectification attempt), where alignment of these three failure points creates a cascading effect.",Applies to human-system interactions where multiple people are involved in a process and errors can propagate between levels. Fails when errors occur in isolation or when there's no cascading structure.,"[The Decision Book Fifty Models for Strategic Thinking.md] A model describing how errors can cascade through multiple levels of human interaction, where mistakes at each level compound to create larger problems.",997,principle,risk management,descriptive model,1,0.8,1,,human,17.09.26
134,R134,Holistic Interpretation Problem in Index-aware Retrieval,"A challenge in information retrieval systems where answers require logical interpretation that spans multiple document chunks, making it difficult to identify relevant content without knowing the answer structure.","When a user asks a complex question that requires multi-step logical reasoning across documents → retrieve and piece together multiple chunks that represent logical steps, ensuring the system identifies the logical structure before generating an answer.","The system must retrieve and piece together multiple chunks that represent steps in a logical argument or causal chain, but cannot identify these chunks without prior knowledge of the logical structure needed to answer the question.",Applies to complex questions requiring multi-step logical reasoning that spans multiple document chunks. Fails when the system cannot identify chunks that represent logical steps or when the logical structure is not discoverable in the document collection.,"[Generative Ai Design Patterns Solutions to Common Challenges When Building Genai Agents and Applications (Valliappa Lakshmanan, Hannes Hapke).md] A challenge in information retrieval systems where answers require logical interpretation that spans multiple document chunks, making it difficult to identify relevant content without knowing the answer structure.",1318,principle,information retrieval,normativ heuristic,1,1,0.8,,human,17.09.26
135,R135,Ase Design Problem Solving Model,"A structured approach to design problem solving that processes information through analysis, synthesis, and evaluation stages at multiple levels.","When encountering a complex design problem with defined objectives and constraints → do apply the ASE model: analyze the problem, synthesize potential solutions, evaluate them, and iterate this cycle across hierarchical levels to refine the design.","Design problems are solved through iterative cycles of analysis (information gathering), synthesis (solution generation), and evaluation (solution assessment) across multiple hierarchical levels of the design process.",Applies to complex design problems that require multi-level problem solving with defined goals and constraints. Fails when design problems lack clear objectives or when the process lacks feedback mechanisms.,"[Linkography Unfolding the Design Process Gabriela Goldschmidt liber3.md] A structured approach to design problem solving that processes information through analysis, synthesis, and evaluation stages at multiple levels.",1040,process template,design thinking,descriptive model,1,1,0.8,,human,17.09.26
136,R136,Chatgpt Prompt Framework,"A structured approach for creating effective prompts for ChatGPT based on four distinct roles: Assistant, Teacher, Analyst, and Troubleshooter.","When creating a prompt for ChatGPT → do structure it with one of the four roles (Assistant, Teacher, Analyst, Troubleshooter) and use the role's verbs, context, and expected outcome to guide the AI.","The framework organizes prompt creation around specific roles, each with defined verbs, contexts, and expected outcomes, allowing users to tailor their requests to specific AI interaction patterns.",Applies when creating prompts for ChatGPT that require specific roles or problem-solving approaches. Fails when the role structure does not align with the user's actual needs or when the framework is not properly understood.,"[Learning Generative AI Tools for Excel (Third Early Release) (Angelica Lo Duca).md] A structured approach for creating effective prompts for ChatGPT based on four distinct roles: Assistant, Teacher, Analyst, and Troubleshooter.",994,principle,human-computer interaction ,escriptive_model,1,1,1,,human,17.09.26
137,R137,Desire-friction Conversion Formula,A principle stating that conversion rate is determined by the relationship between customer desire for a product and the friction they experience in using it.,"When a product team observes that a segment of users is abandoning the checkout flow → focus on reducing friction points (e.g., simplifying forms, speeding load times) rather than attempting to boost desire through marketing, because friction reduction is more achievable and has a larger impact on conversion for low‑desire users.","The formula demonstrates that as customer desire increases, they become more tolerant of friction in the user experience, while low desire makes even minor friction likely to cause abandonment. Early adopters with high desire can tolerate product flaws, but general users require minimal friction to convert.",Applies to user experience and conversion optimization in product development. Fails when the relationship between desire and friction is not properly understood or when other conversion factors are ignored.,"[Sean Ellis, Morgan Brown - Hacking Growth_ How Today’s Fastest-Growing Companies Drive Breakout Success (2017, Crown Business) - libgen.li.md] A principle stating that conversion rate is determined by the relationship between customer desire for a product and the friction they experience in using it.",1310,principle,human-computer interaction,casual mechanism,1,1,1,,human,17.09.26
138,R138,Hjelmslev's Trichotomy and Linguistic Theory,"A linguistic framework that distinguishes between form, substance, and purport, which should not be confused with the Sapir-Whorf hypothesis that denies the independence of thought from language.","When teaching or researching linguistic theory → clarify that Hjelmslev's trichotomy (form, substance, purport) is a structural analysis tool, not a claim of linguistic determinism, and explicitly contrast it with the Sapir‑Whorf hypothesis.","Hjelmslev's trichotomy is a structural linguistic concept that categorizes language elements differently from the Sapir-Whorf theory, which claims that language determines thought. The distinction is important to avoid misinterpreting Hjelmslev's work as supporting linguistic determinism.","Applies to the proper interpretation of Hjelmslev's linguistic theory and its distinction from the Sapir-Whorf hypothesis. Fails when Hjelmslev's framework is incorrectly equated with linguistic determinism or when the distinction between form, substance, and purport is ignored.","[[Ga_kowski,_Artur__Kopytowska,_Monika_Weronika]_C.md] A linguistic framework that distinguishes between form, substance, and purport, which should not be confused with the Sapir-Whorf hypothesis that denies the independence of thought from language.",1258,principle,literary theory,descriptive model,1,0.8,1,,human,17.09.26
139,R139,Learning Through Failure Process,"A fundamental learning mechanism where individuals repeatedly attempt tasks, experience failure, analyze outcomes, adjust approaches, and try again to develop competence.","When attempting a new skill or task → do repeat attempts, analyze failures, adjust approach, and retry to build competence.","The process involves cycles of trying, failing, analyzing the failure, adjusting the approach, and retrying, which builds skill through iterative refinement and conceptual breakthroughs.",Applies to skill development and learning from experience. Fails when the learning environment does not allow for repeated attempts or when feedback is not available to guide adjustments.,"[Superforecasting The Art and Science of Prediction (Philip E. Tetlock, Dan Gardner).md] A fundamental learning mechanism where individuals repeatedly attempt tasks, experience failure, analyze outcomes, adjust approaches, and try again to develop competence.",929,principle,emerging,casual mechanism,1,0.6,1,discipline maybe psychology,human,17.09.26
140,R140,Digital Culture Integration in Graphic Design,"The integration of digital culture and technology into graphic design practice fundamentally transforms design processes, tools, and the relationship between designers and their audiences. This shift necessitates adaptation to new media conventions, digital workflows, and the increasing influence of software and systems on creative output.","When a graphic design project involves digital media, platforms, or user interaction patterns → adopt digital-first workflows, integrate UX principles, and leverage software tools to create dynamic, interactive outputs.","Digital culture has become a foundational element of contemporary graphic design, reshaping how designers approach problem-solving, audience engagement, and creative execution. The shift from traditional print-based practices to digital-first workflows has created new design paradigms where software tools, user experience considerations, and system integration are core components of the design pro","Applies when digital tools, platforms, and cultural norms shape design practices and outcomes. Fails when design work remains entirely print-based or operates in isolation from digital systems and user interaction patterns.","[Design Is a Job by Mike Monteiro (2012-05-04).md] The integration of digital culture and technology into graphic design practice fundamentally transforms design processes, tools, and the relationship between designers and their audiences. This shift necessitates adaptation to new media conventions, digital workflows, and the increasing influence of software and systems on creative output.",1747,noise drop,,,1,,,,human,17.09.26
141,R141,Contextual Redundancy and Representation Efficiency,Efficient information representation minimizes redundant encoding while maximizing the semantic content that enables deep understanding and reasoning. The principle describes how optimal encoding strategies balance between compressing information and preserving essential context for complex task execution.,"When designing or evaluating a system that must process complex information with limited representation capacity, reduce redundant encoding and increase semantic density to improve task performance.","This is an empirical pattern describing how systems perform better when they encode information with minimal redundancy and maximum semantic density. The relationship between representation efficiency and task performance is observed across different domains (language models, chess programs, pattern recognition) but not proven as a direct causal chain. Systems that avoid redundant encoding and mai","Applies when systems must process or reason about complex information with limited representation capacity. Fails when systems have unlimited memory or when redundancy serves a functional purpose (e.g., error correction, multiple access paths).","[Godel, Escher, Bach-An Eternal Golden Braid (Douglas R. Hofstadter) (z-library.sk, 1lib.sk, z-lib.sk).md] Efficient information representation minimizes redundant encoding while maximizing the semantic content that enables deep understanding and reasoning. The principle describes how optimal encoding strategies balance between compressing information and preserving essential context for complex t",1678,principle,operations research,empirical pattern,1,1,1,,human,17.09.26
142,R142,Global Village Conceptual Framework,A theoretical framework for understanding how new communication technologies create interconnected global communities where information and objects become instantly accessible to any debating community.,"When a new communication platform is introduced, anticipate that it will instantly connect disparate communities, so design content strategies that leverage this rapid accessibility and anticipate cultural diffusion across borders.","New media technologies create a 'Global Village' by making everything instantly available to any community that engages with them, transforming the relationship between objects, signs, and communication.",Applies to the conceptual analysis of media's role in creating global connectivity. Fails when applied to physical or temporal limitations of actual media implementation.,[[Gerard_Deledalle]_Charles_S._Peirce_s_Philosoph(z-lib.org).md] A theoretical framework for understanding how new communication technologies create interconnected global communities where information and objects become instantly accessible to any debating community.,1077,principle,media studies,descriptive model,1,1,1,,human,17.09.26
