fb_id,name,verification_status,content_type,depth,discipline,domains,missing_axes,status,action
ec970e76df207748b524769247613a2de1a0a1f9f2923707939cf1c9c9f96794,Visual-verbal Syntactic Equivalence,joint-vote-verified,principle,cross-domain,semiotics,"semiotics & communication,graphic design,arts & culture",,complete,
ececa71733f002dbfdc5a33ae36aadb63adcb5b7b0083dcea6c338e85d2c440d,Perspective As Visual Representation Framework,joint-vote-verified,noise_drop,,cultural design,"arts & culture,illustration,graphic design","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ed6e07206cf60239675e4756553cb6aee840319e6c70372098098fd9b1f16843,Grassroots Identity Formation Through Experience,pending-human,principle,cross-domain,psychology,"education,personal productivity,social sciences",,complete,
ed8db9b2f07c929a53e3f0370d2a2d0850d3a834b917f609541f0568949a809e,Semiotic Evolution Through Philosophical Ages,joint-vote-verified,noise_drop,,semiotics,education,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ee8c3f3c8b6dc98bbce492826d7b4ff8bd1ba17a9226531734a614e5d7975ce0,B-corp Social Impact Alignment,human-verified,noise_drop,,organizational theory,"finance & investment,legal & public policy","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ef189ad0d06d7c765fa69453cdcf4c45cc34a244a1e9b52a84628678c3b75f06,Barter-exchange Relationship Building,pending-human,principle,domain,organizational theory,"business development,leadership,organizational behavior",,complete,
ef596bf2c0dfdb9260b4674a3afb5142cab73f48d3242dc224e516d145511e5e,Symbolic System Interdependence,pending-human,principle,domain,semiotics,semiotics & communication,,complete,
f1cedcc03452e761837ca2d3ca77f824048719763250e0af66898c520dc675e4,Creative Coding Community,joint-vote-verified,noise_drop,,creative coding,"arts & culture,media & entertainment","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
f235a88dd629f743660521839107ca6f6a4a8335150eae5b4788af79ec30d830,Community College Entrepreneurship Program,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
f4179a78e446f0c27624f309ebc52f5d45be2b8f8d8a23aeb9b143b8c7b9c224,D3 Selection Immutability,pending-human,tool_instruction,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
f4a8ceee18ee3492a9c1c9805f74b27388a2e3eadeada8e315b13e3375708474,Amazon Bedrock Rag Evaluation,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
f51824e553b2cce5202af6dbf6491362787e6e57e4dae27b4c6fad003d9d44c0,Modular Text Representation and Retrieval,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
f5812072867279a37f035154fc7d5631cd99952e20eb1439cff3c2a488cad57b,Critical Research and Social Justice,human-verified,noise_drop,,sociology,"research & methodology,social sciences,education","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
f66ccee5ff482968161c0bd8352768775a27d943495ce33ab81b69427eb351b8,Pixel-based Generative Transformation,joint-vote-verified,principle,cross-domain,generative design,"code & computation,computational art,creative technology",,complete,
f6b7b0a6ecc263e15cf8676ef71fad7c50e49159f7e6b47153dc7e4703577899,Transactional Nonrecurring Fees,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
f6d6d89adee1d12ab8123af383eeaa3d39c35461642f2587860c38942dce7116,Cultural Synthesis in Motion Design,pending-human,,,motion & time,"editorial & advertising,brand identity,motion design",discipline,incomplete,reliable-pair vote (depth+discipline+domains)
f88cf2b4bfc323e833a809a85b065732124783a1d500bf73f9fdf0a16923e5dc,Visual Rhetoric and Contextual Meaning,pending-human,principle,domain,visual semiotics,"semiotics & communication,graphic design",,complete,
f93f4d388cf01e8ef70fe65c467e3a0517340a5b51c286df4080b6598fabd299,Mkultra Influence in Hollywood Cinema,pending-human,growth_edge,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
f94917ec48727f11b0363fa03ffe96a3118d29c3057991ecd881dd57ccb75cbf,Land Ethic and Ecological Symbiosis,pending-human,principle,domain,ecology,"science & research,social sciences,systems & frameworks",,complete,
f9c6023b0ef266155d682bcce13aa0d87e97f036a12b75bda7467d63bdeafd36,Fitness-proportional Selection,pending-human,principle,specialized,artificial intelligence,ai & agents,,complete,
fa5aaf5e3c1b56959a1b4f68aa6e092da3a80f57b531d6d8c9fbbcc6d4ac2670,Model Fine-tuning Through Layer Adaptation,joint-vote-verified,principle,domain,machine learning,"ai & agents,code & computation",,complete,
fa68d6eaed6580aab9f1a555696cc23e60b8fcfa40bb58c0f9718305154ba002,Symptom-sign Equivalence,joint-vote-verified,principle,domain,health & medicine,health & wellness,,complete,
fa707344de439a1d2dd2a22184ec3add3a015b4862bdbf4786fccfb0d848d86c,Steady State Earth System,joint-vote-verified,principle,domain,ecology,"science & research,systems & frameworks",,complete,
fb0be01acf12af8ffe28a16a11ede9408d216c5653bd0826165459bc8756af3b,Agent-driven System Resilience,joint-vote-verified,principle,domain,software engineering,"ai & agents,engineering practice,systems & frameworks",,complete,
fba10d9bd2f3351fb1a94db5847b14d6ecb29cb37144f888ec9893e9c0d5f2b5,Mediocristan Vs Extremistan Distribution,joint-vote-verified,principle,cross-domain,systems thinking,"systems & frameworks,finance & investment,science & research",,complete,
fc5376052c9db41392d48d0327290eb0b4daf239d71f59a7b5b94b7fc72d979b,Von Restorff Effect,pending-human,principle,domain,psychology,"graphic design,marketing & communications,user experience",,complete,
fc7d46f5cf135c9ac6b27e8be7400430875f714693748a515061b2e1c5d430bb,Primitive Tool Method in Typography Design,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
fc98b367c45730389923c841f0cbbba32a7cc56593468b973c75170ee8eaaebf,Black Swan Event Recognition,joint-vote-verified,principle,cross-domain,risk management,"business operations,finance & investment,systems & frameworks",,complete,
fcc3798821130577664a5ba8687ff616c7d824172fb164ea7e251f19b8c5fd6b,Framework Constants Optimization,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
fd1289209f64d1e2a78b6ee33e38c3a3cf1d3419e3a821947e85033032c5215a,Rag Framework Dependency Management,joint-vote-verified,principle,specialized,software engineering,"ai & agents,code & computation,engineering practice",,complete,
fdd3fbdefb51f9f699f4be66096821285c20d2d557d590021a8f58909beb962d,Opposite Action Technique,pending-human,principle,domain,psychology,health & wellness,,complete,
fede5b660df761cc46c3a8688d59616ffcca26e5ece4acca1040f36f6ecbae10,Hitchcock's Mind-control Themes,pending-human,growth_edge,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
ffa8c951bca4dbb7230c9f30969b61ed09a5a6d3a74d5f359cb6f2a16c8d3acd,Manual Typographic Sensitivity Training,human-verified,principle,specialized,typography,"graphic design,education",,complete,
